clip_name,run,mapping_version,constants_sha1,T,dur_s,sat_j1,sat_j2,sat_j3,sat_j4,sat_j5,sat_max,rate_cap_frac,max_rate,jerk_rms,range_max_rad,light_range,light_step_per_s,light_max_step,r_head,r_lift,r_yaw,dyn_rms_deg,dyn_max_deg,flags,severity
anim_hiking_driving_loop_02,v1.3,1.3,a49d0111c5bb,75,2.442,0,0,0,0,0,0,0,0.141362,119.044,0.0367145,0.0100782,0,0.000769258,0.989222,,,,,STATIC,50
anim_hiking_driving_loop_03,v1.3,1.3,a49d0111c5bb,101,3.3,0,0,0,0,0,0,0,1.485,2762.14,0.28975,0.0695143,0,0.00465733,0.974056,,,,,,0
anim_hiking_driving_loop_04,v1.3,1.3,a49d0111c5bb,94,3.069,0,0,0,0,0,0,0,1.21842,1919.65,0.262825,0.0393691,0,0.00265056,0.991684,,,,,,0
anim_hiking_driving_loop_05,v1.3,1.3,a49d0111c5bb,121,3.96,0,0,0,0,0,0,0,1.27856,1347.32,0.271223,0.46269,0,0.0264,0.968592,,,2.26874,4.78779,,0
anim_hiking_driving_loop_06,v1.3,1.3,a49d0111c5bb,141,4.62,0,0,0,0,0,0,0.0142857,1.8,1611.86,0.447949,0.520894,0,0.0264,0.910124,,,,,,0.571
anim_hiking_driving_start_01,v1.3,1.3,a49d0111c5bb,116,3.795,0,0,0,0,0,0,0,1.04411,1376.92,0.214114,0.0305148,0,0.00280446,0.952499,,,,,,0
anim_hiking_driving_start_02,v1.3,1.3,a49d0111c5bb,34,1.089,0,0,0,0,0,0,0,1.08817,1205.33,0.179925,0.0305328,0,0.00363278,0.857285,,,,,,0
anim_hiking_driving_start_03,v1.3,1.3,a49d0111c5bb,88,2.871,0,0,0,0,0,0,0.0689655,1.8,3229.56,0.459187,0.557911,0,0.0264,0.957115,0.0300034,,,,RATE;LOWCORR,17.759
anim_hiking_driving_start_04,v1.3,1.3,a49d0111c5bb,41,1.32,0,0,0,0,0,0,0,1.68428,2036.05,0.43359,0.373416,0,0.0264,0.99229,,,,,,0
anim_hiking_edgesquintgetin_01,v1.3,1.3,a49d0111c5bb,75,2.442,0,0,0,0,0,0,0,0.656402,695.571,0.110416,0.540113,0,0.0264,,,,,,,0
anim_hiking_edgesquintgetout_01,v1.3,1.3,a49d0111c5bb,25,0.792,0,0,0,0,0,0,0,0.556498,988.833,0.110959,0.348056,0,0.0208591,,,,,,SHORT,10
anim_hiking_edgesquintloop_01,v1.3,1.3,a49d0111c5bb,35,1.122,0,0,0,0,0,0,0,0.228327,376.585,0.0457711,0.00932285,0,0.000883013,,,,,,STATIC,50
anim_hiking_getin_01,v1.3,1.3,a49d0111c5bb,35,1.122,0,0,0,0,0,0,0,1.30696,3041.44,0.23893,0.0287901,0,0.00260466,0.889182,-0.355496,,,,LOWCORR,15
anim_hiking_getin_02,v1.3,1.3,a49d0111c5bb,48,1.551,0,0,0,0,0,0,0,1.26758,4380.2,0.33111,0.0292367,0,0.00545335,0.730181,0.662954,0.721499,,,,0
anim_hiking_getin_03,v1.3,1.3,a49d0111c5bb,37,1.188,0,0,0,0,0,0,0.194444,1.8,9278.8,0.528873,0.0785214,0,0.00597471,0.871454,-0.181836,,,,RATE;LOWCORR,22.778
anim_hiking_lookaround_01,v1.3,1.3,a49d0111c5bb,121,3.96,0,0,0,0,0,0,0.0916667,1.8,3046.76,0.746348,0.0251203,0,0.00211877,0.906941,,0.979027,,,RATE,3.667
anim_hiking_lookaround_02,v1.3,1.3,a49d0111c5bb,90,2.937,0,0,0,0,0,0,0.0337079,1.8,3222.19,0.438595,0,0,0,0.970057,-0.488037,,,,LOWCORR,16.348
anim_hiking_lookaround_03,v1.3,1.3,a49d0111c5bb,151,4.95,0,0,0,0,0,0,0.0133333,1.8,2768.68,0.922847,0.0823561,0,0.00585651,0.933859,,0.910488,,,,0.533
anim_hiking_observe_01,v1.3,1.3,a49d0111c5bb,141,4.62,0,0,0,0,0,0,0.15,1.8,6062.3,1.10097,0.52389,0,0.0264,0.888055,0.576845,0.924053,,,RATE,6
anim_hiking_react_01,v1.3,1.3,a49d0111c5bb,35,1.122,0,0,0,0,0,0,0.176471,1.8,9395.28,0.48114,0.0724206,0,0.00644845,0.843314,-0.913517,,,,RATE;LOWCORR,22.059
anim_hiking_react_02,v1.3,1.3,a49d0111c5bb,178,5.841,0,0,0,0,0,0,0.0564972,1.8,4012.21,0.714315,0.159537,0,0.00872606,0.92979,0.120902,0.885591,,,RATE;LOWCORR,17.26
anim_hiking_react_03,v1.3,1.3,a49d0111c5bb,93,3.036,0,0,0,0,0,0,0.076087,1.8,5162.97,0.610134,0.151202,0,0.00872582,0.900082,0.313084,0.933443,2.69814,9.84275,RATE,3.043
anim_hiking_react_04,v1.3,1.3,a49d0111c5bb,41,1.32,0,0,0,0,0,0,0,1.49782,4175.77,0.298961,0.0834825,0,0.005858,0.864897,-0.0278512,,,,LOWCORR,15
anim_hiking_react_05,v1.3,1.3,a49d0111c5bb,74,2.409,0,0,0,0,0,0,0.191781,1.8,5854.84,0.939268,0.484465,0,0.0264,0.943579,0.0828043,0.905748,,,RATE;LOWCORR,22.671
anim_hiking_rtnewarea_01,v1.3,1.3,a49d0111c5bb,91,2.97,0,0,0,0,0,0,0.255556,1.8,6236.85,0.634274,0.458855,0,0.0264,0.984521,0.882552,,,,RATE,10.222
anim_hiking_rtnewarea_02,v1.3,1.3,a49d0111c5bb,86,2.805,0,0,0,0,0,0,0.211765,1.8,6346.57,0.894639,0.566399,0,0.0264,0.97694,-0.505495,0.959887,,,RATE;LOWCORR,23.471
anim_hiking_rtnewarea_03,v1.3,1.3,a49d0111c5bb,73,2.376,0,0,0,0,0,0,0.194444,1.8,6708.19,0.734715,0.549654,0,0.0264,0.919696,0.840904,,,,RATE,7.778
anim_hiking_rtpmarker_01,v1.3,1.3,a49d0111c5bb,98,3.201,0,0,0,0,0,0,0.0618557,1.8,3955.1,0.410484,0.617627,0,0.0264,0.913608,0.762217,,,,RATE,2.474
anim_keepalive_blink_01,v1.3,1.3,a49d0111c5bb,19,0.594,0,0,0,0,0,0,0,0.438358,884.693,0.0328231,0,0,0,,,,,,SHORT;STATIC,60
anim_keepalive_eyes_01_forward,v1.3,1.3,a49d0111c5bb,161,5.28,0,0,0,0,0,0,0,1.77605,1511.88,0.535591,0.0358691,0,0.00220972,0.909719,,0.960299,,,,0
anim_keepalive_eyes_01_right,v1.3,1.3,a49d0111c5bb,331,10.89,0,0,0,0,0,0,0,1.42171,1013.31,0.765497,0.0631502,0,0.00242341,0.936573,,0.987869,,,,0
