clip_name,run,mapping_version,constants_sha1,T,dur_s,sat_j1,sat_j2,sat_j3,sat_j4,sat_j5,sat_max,rate_cap_frac,max_rate,jerk_rms,range_max_rad,light_range,light_step_per_s,light_max_step,r_head,r_lift,r_yaw,dyn_rms_deg,dyn_max_deg,flags,severity
anim_cozmosays_getout_long_01_head_angle_40,v1.0-baseline,1.0,678e3a5a74fe,34,1.089,0,0,0,0,0,0,0.242424,4,45106,0.883898,0.483782,1.83655,0.454697,0.91757,0.916567,0.954698,,,RATE;FLICKER,19.697
anim_cozmosays_getout_medium_01_head_angle_-20,v1.0-baseline,1.0,678e3a5a74fe,57,1.848,0,0,0,0,0,0,0.196429,4,64121.9,0.930172,0.395091,0,0.26575,0.723757,0.350061,0.970082,,,RATE,7.857
anim_cozmosays_getout_medium_01_head_angle_20,v1.0-baseline,1.0,678e3a5a74fe,57,1.848,0,0,0,0,0,0,0.160714,4,32729.1,0.930172,0.395091,0,0.26575,0.868037,0.85055,0.970082,,,RATE,6.429
anim_cozmosays_getout_medium_01_head_angle_40,v1.0-baseline,1.0,678e3a5a74fe,57,1.848,0,0,0,0,0,0,0.178571,4,32716.1,0.930172,0.395091,0,0.26575,0.903684,0.85055,0.970082,,,RATE,7.143
anim_cozmosays_getout_short_01,v1.0-baseline,1.0,678e3a5a74fe,41,1.32,0,0,0,0,0,0,0.15,4,43346,0.797996,0.623454,1.51515,0.548983,0.980749,0.0806266,,,,RATE;LOWCORR;FLICKER,31
anim_cozmosays_getout_short_01_head_angle_-20,v1.0-baseline,1.0,678e3a5a74fe,41,1.32,0,0,0,0,0,0,0.075,4,30584.2,0.795912,0.623454,1.51515,0.548983,0.958665,-0.145243,,,,RATE;LOWCORR;FLICKER,28
anim_cozmosays_getout_short_01_head_angle_40,v1.0-baseline,1.0,678e3a5a74fe,41,1.32,0,0,0,0,0,0,0.175,4,34259.6,1.19778,0.623454,1.51515,0.548983,0.697813,0.98732,,,,RATE;FLICKER,17
anim_cozmosays_speakloop_01,v1.0-baseline,1.0,678e3a5a74fe,31,0.99,0,0,0,0,0,0,0,0.0284442,127.946,0.00256643,0.138645,0,0.138645,,,,,,STATIC,50
anim_cozmosays_speakloop_02,v1.0-baseline,1.0,678e3a5a74fe,31,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,STATIC,50
anim_cozmosays_speakloop_03,v1.0-baseline,1.0,678e3a5a74fe,14,0.429,0,0,0,0,0,0,0,0.954624,21387.2,0.0315026,0.00033462,0,0.00033462,,,,,,TINY;SHORT;STATIC,70
anim_cozmosings_100_song_01,v1.0-baseline,1.0,678e3a5a74fe,304,9.999,0,0,0,0,0,0,0.148515,4,30061.1,1.40148,0.710824,0.20002,0.475668,0.967946,0.928633,0.981656,,,RATE,5.941
